"Product Page","Product URL","Title","Description","Product Type","Tags","Categories","Visible","Hosted Image URLs","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Price","Sale Price","On Sale","Weight","Length","Width","Height","Stock"
"/karmalize-me/","230028","Karmalize.Me Organic Raw Cashews","<p style=""white-space: pre-wrap;"">These cashews are 100% organic, raw, unsalted and shelled. Delicately sweet yet crunchy, the cashew nuts are packed with energy, antioxidants, minerals and vitamins that are essential for robust health. Cashew are high in monounsaturated fat, which has been linked to an increase in HDL “good” cholesterol and a decrease in LDL cholesterol. </p><p style=""white-space: pre-wrap;"">6 oz bag</p><p style=""white-space: pre-wrap;"">Ingredients: Organic Raw Cashews</p><p style=""white-space: pre-wrap;""><strong>Sold in resalable bags that are environmentally and eco friendly.</strong></p><p style=""white-space: pre-wrap;""><strong>USDA Certified Organic, non-GMO, gluten free, Kosher, vegetarian and vegan friendly</strong></p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","Nut & Seeds, View All","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b32fb43c4997b333bd78a27/5b32fb44c4997b333bd78a9f/1530067936124/kar.me_013.png","230028","Vendor","Karmalize.Me","","","","","8.49 USD","0.00 USD","","0.0","0.0","0.0","0.0","Unlimited"
"/karmalize-me/","230029","Karmalize.Me Organic Raw Almonds","<p style=""white-space: pre-wrap;"">Raw Organic Almonds are sprout-able and imported from Spain and unpasteurized, i.e., they are never irradiated, steam pasteurized, or chemically sterilized. Our almonds are still a raw food with their nutrients, fats, and enzymes all intact. When eaten in moderation, almonds are a waistline-friendly snack known to boost heart health. Among the nuts, almonds pack the lowest calories. Eating almonds with meals significantly lowers the glycemic index of the meal and lessens the rise in blood sugar after eating.</p><p style=""white-space: pre-wrap;"">6 oz bag </p><p style=""white-space: pre-wrap;"">Ingredients: Organic Raw Almonds</p><p style=""white-space: pre-wrap;""><strong>Sold in resalable bags that are environmentally and eco friendly.</strong></p><p style=""white-space: pre-wrap;""><strong>USDA Certified Organic, non-GMO, gluten free, Kosher, vegetarian and vegan friendly</strong></p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","Nut & Seeds, View All","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b32fb43c4997b333bd78a27/5b32fb44c4997b333bd78aa4/1530067938255/kar.me_014.png","230029","Vendor","Karmalize.Me","","","","","12.99 USD","0.00 USD","","0.0","0.0","0.0","0.0","Unlimited"
"/karmalize-me/","230030","Karmalize.Me Organic Sunflower Seeds","<p style=""white-space: pre-wrap;"">Sunflower seeds are 100% organic and hulled. They contain no additives or preservatives and are grown without pesticides. With their crunchy, nutty taste, sunflower seeds are a healthy snack. You can sprinkle sunflower seeds on your salads, granola, stir-fries, yogurt, sandwiches, rice, pasta, or knead them into your dough.</p><p style=""white-space: pre-wrap;"">6 oz bag </p><p style=""white-space: pre-wrap;"">Ingredients: Organic Sunflower Seeds</p><p style=""white-space: pre-wrap;""><strong>Sold in resalable bags that are environmentally and eco friendly.</strong></p><p style=""white-space: pre-wrap;""><strong>USDA Certified Organic, non-GMO, gluten free, Kosher, vegetarian and vegan friendly</strong></p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","Nut & Seeds, View All","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b32fb43c4997b333bd78a27/5b32fb44c4997b333bd78aa9/1530067941651/kar.me_015.png","230030","Vendor","Karmalize.Me","","","","","4.99 USD","0.00 USD","","0.0","0.0","0.0","0.0","Unlimited"
"/karmalize-me/","230031","Karmalize.Me Organic Sesame Seeds","<p style=""white-space: pre-wrap;"">Sesame seeds have a nutty flavor and are one of the first oil seeds known to humankind. Just a handful of sesame seeds a day provides enough recommended levels of phenolic antioxidants, minerals, vitamins and protein. You can mix them into granola or sprinkle them into a healthy stir-fry. </p><p style=""white-space: pre-wrap;"">6 oz bag</p><p style=""white-space: pre-wrap;"">Ingredients: Organic Sesame Seeds</p><p style=""white-space: pre-wrap;""><strong>Sold in resalable bags that are environmentally and eco friendly.</strong></p><p style=""white-space: pre-wrap;""><strong>USDA Certified Organic, non-GMO, gluten free, Kosher, vegetarian and vegan friendly</strong></p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","Nut & Seeds, View All","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b32fb43c4997b333bd78a27/5b32fb45c4997b333bd78aae/1530067938101/kar.me_016.png","230031","Vendor","Karmalize.Me","","","","","4.99 USD","0.00 USD","","0.0","0.0","0.0","0.0","Unlimited"
"/karmalize-me/","230032","Karmalize.Me Organic Raw Cashews","<p style=""white-space: pre-wrap;"">These cashews are 100% organic, raw, unsalted and shelled. Delicately sweet yet crunchy, the cashew nuts are packed with energy, antioxidants, minerals and vitamins that are essential for robust health. Cashew are high in monounsaturated fat, which has been linked to an increase in HDL “good” cholesterol and a decrease in LDL cholesterol. </p><p style=""white-space: pre-wrap;"">2 oz bag</p><p style=""white-space: pre-wrap;"">Ingredients: Organic Raw Cashews</p><p style=""white-space: pre-wrap;""><strong>Sold in resalable bags that are environmentally and eco friendly.</strong></p><p style=""white-space: pre-wrap;""><strong>USDA Certified Organic, non-GMO, gluten free, Kosher, vegetarian and vegan friendly</strong></p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","Nut & Seeds, View All","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b32fb43c4997b333bd78a27/5b32fb45c4997b333bd78ab3/1530067937361/kar.me_017.png","230032","Vendor","Karmalize.Me","","","","","3.99 USD","0.00 USD","","0.0","0.0","0.0","0.0","Unlimited"
"/karmalize-me/","230033","Karmalize.Me Organic Raw Almonds","<p style=""white-space: pre-wrap;"">Raw Organic Almonds are sprout-able. Our almonds are imported from Spain and unpasteurized, i.e., they are never irradiated, steam pasteurized, or chemically sterilized. Our almonds are still a raw food with their nutrients, fats, and enzymes all intact.  </p><p style=""white-space: pre-wrap;"">2 oz bag </p><p style=""white-space: pre-wrap;"">Ingredients: Organic Raw Almonds</p><p style=""white-space: pre-wrap;""><strong>Sold in resalable bags that are environmentally and eco friendly.</strong></p><p style=""white-space: pre-wrap;""><strong>USDA Certified Organic, non-GMO, gluten free, Kosher, vegetarian and vegan friendly</strong></p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","Nut & Seeds, View All","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b32fb43c4997b333bd78a27/5b32fb45c4997b333bd78ab8/1530067938234/kar.me_018.png","230033","Vendor","Karmalize.Me","","","","","4.99 USD","0.00 USD","","0.0","0.0","0.0","0.0","Unlimited"
"/seventh-generation/","230171","Seventh Generation Black Currant & Rosewater Hand Wash","<p style=""white-space: pre-wrap;"">Life is complicated. Washing your hands should be simple. Seventh Generation hand wash has no dyes, no synthetic fragrances, no triclosan, no phthalates. Just a gentle, plant-based formula that does what it's supposed to do. Enjoy. </p><p style=""white-space: pre-wrap;"">12 fl oz</p><p style=""white-space: pre-wrap;"">Ingredients: Water, sodium coco-sulfate (plant-derived cleaning agent), decyl glucoside (plant-derived surfactant), aloe barbadensis leaf juice (plant-derived feel enhancer), sodium chloride (mineral-based viscosity modifier), magnesium chloride (mineral-based viscosity modifier), glycerin (plant-derived foam enhancer), glyceryl caprylate/caprate (plant-derived skin conditioner), citric acid (plant-derived pH adjuster), tetrasodium iminodisuccinate (synthetic preservative enhancer), coco-glucoside (plant-derived skin conditioner), glyceryl oleate (plant-derived skin conditioner), and sodium benzoate and potassium sorbate (synthetic preservatives). Fragranced with plant-based essential oils and botanical extracts* Citrus aurantium dulcis (orange) peel oil, ethyl butyrate, ethyl-2-methyl butyrate, fragaria chiloensis (strawberry) fruit extract, vanilla planifolia fruit extract, 3-hexenol, citronellol, citrus limon (lemon) peel, citrus nobilis (mandarin orange) peel oil, gamma-decalactone, ribes nigrum (black currant) seed oil, rose flower oil. d-Limonene is a component of these fragrance ingredients.</p><p style=""white-space: pre-wrap;"">Directions: </p><p style=""white-space: pre-wrap;"">Safety Information:  </p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b315f8588f1af123dda1bea/5b315f8788f1af123dda1c79/1529962583541/seventh_gen_026.png","BWA81668","Vendor","Seventh Generation","","","","","6.99 USD","0.00 USD","","0.01763698","0.0","0.0","0.0","Unlimited"
"/seventh-generation/","230172","Seventh Generation Hibiscus & Cardamom Hand Wash","<p style=""white-space: pre-wrap;"">Life is complicated. Washing your hands should be simple. Seventh Generation hand wash has no dyes, no synthetic fragrances, no triclosan, no phthalates. Just a gentle, plant-based formula that does what it's supposed to do. Enjoy. </p><p style=""white-space: pre-wrap;"">12 fl oz</p><p style=""white-space: pre-wrap;"">Ingredients: </p><p style=""white-space: pre-wrap;"">Directions: </p><p style=""white-space: pre-wrap;"">Safety Information: Water, sodium coco-sulfate (plant-derived cleaning agent), decyl glucoside (plant-derived surfactant), aloe barbadensis leaf juice (plant-derived feel enhancer), sodium chloride (mineral-based viscosity modifier), magnesium chloride (mineral-based viscosity modifier), glycerin (plant-derived foam enhancer), glyceryl caprylate/caprate (plant-derived skin conditioner), citric acid (plant-derived pH adjuster), tetrasodium iminodisuccinate (synthetic preservative enhancer), coco-glucoside (plant-derived skin conditioner), glyceryl oleate (plant-derived skin conditioner), and sodium benzoate and potassium sorbate (synthetic preservatives). Fragranced with plant-based essential oils and botanical extracts* 3-hexenol, citrus aurantium amara (bitter orange) peel oil, citrus aurantium bergamia (bergamot) fruit oil, citrus aurantium dulcis (orange) peel oil, citrus medica limonum (lemon) peel oil, citrus sinensis oil, cymbopogon martini (palmarosa) oil, elettaria cardamomum (cardamon) seed oil, eugenia caryophyllus (clove) leaf oil, gamma-decalactone, juniperus virginiana (cedar) oil, linalool, litsea cubeba fruit oil, myristica fragrans (nutmeg) kernel oil, phenethyl alcohol, salvia sclarea (clary sage) oil, thymus capitatus oil, hibiscus sabdariffa flower extract. d-Limonene is a component of these fragrance ingredients. </p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","Hand Soap","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b315f8588f1af123dda1bea/5b315f8788f1af123dda1c7e/1529962581990/seventh_gen_024.png","BWA81665","Vendor","Seventh Generation","","","","","6.99 USD","0.00 USD","","0.01763698","0.0","0.0","0.0","Unlimited"
"/seventh-generation/","230173","Seventh Generation Purely Clean Hand Wash","<p style=""white-space: pre-wrap;"">Purely clean natural hand wash is a 97% USDA certified bio based product. In just 20 seconds, this gentle, plant-based formula cleans and washes bacteria away from hands. </p><p style=""white-space: pre-wrap;"">12 fl oz</p><p style=""white-space: pre-wrap;"">Ingredients: Water, sodium coco-sulfate (plant-derived cleaning agent), decyl glucoside (plant-derived surfactant) (plant-derived cleaning agent), aloe barbadensis leaf juice (plant-derived feel enhancer), sodium chloride (mineral-based viscosity modifier), magnesium chloride (mineral-based viscosity modifier), glycerin (plant-derived foam enhancer), glyceryl caprylate/caprate (plant-derived skin conditioner), citric acid (plant-derived pH adjuster), tetrasodium iminodisuccinate (synthetic preservative enhancer), coco-glucoside (plant-derived skin conditioner), glyceryl oleate (plant-derived skin conditioner), melaleuca alternifolia (tea tree) leaf oil, anthemis nobilis (chamomile) flower oil, citrus limon (lemon) peel oil, cymbopogon citratus (lemongrass) leaf oil, mentha viridis (spearmint) leaf oil, and sodium benzoate and potassium sorbate (synthetic preservatives).</p><p style=""white-space: pre-wrap;"">Directions: </p><p style=""white-space: pre-wrap;"">Safety Information:  </p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","Hand Soap","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b315f8588f1af123dda1bea/5b315f8788f1af123dda1ca3/1529962583536/seventh_gen_025.png","BWA81669","Vendor","Seventh Generation","","","","","5.99 USD","0.00 USD","","0.01763698","0.0","0.0","0.0","Unlimited"
"/jason-naturals/","230286","Jason's Smoothing Coconut Hand & Body Lotion","<p style=""white-space: pre-wrap;"">This unrefined, virgin coconut oil is rich in nourishing vitamin E and antioxidant polyphenols, so your skin is soaked with intense, skin-healthy nutrients and feels soft and smooth all over.oz</p><p style=""white-space: pre-wrap;"">8 fl oz</p><p style=""white-space: pre-wrap;"">Ingredients: Aqua (Purified Water), Caprylic/Capric Triglyceride, Cocos Nucifera (Coconut) Oil(1), Stearic Acid, Cetyl Alcohol, Glycerin, Glyceryl Stearate SE, Xanthan Gum, Citrus Aurantium Dulcis (Orange) Peel Oil, Ricinus Communis (Castor) Seed Oil, Punica Granatum Extract, Vitis Vinifera (Grape) Seed Extract, Tocopheryl Acetate, Allyl Caproate, Butyrospermum Parkii (Shea) Butter, Citric Acid, Ethyl Butyrate, Isoamyl Butyrate, Vanillin, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, D-Limonene (1) Certified Organic Ingredient</p><p style=""white-space: pre-wrap;"">Directions: For best results, apply to slightly damp skin after washing hands and showering. Concentrate on dry, rough spots like elbows, hells, and knees.</p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","Body Care","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b3266298290855a3eb29ad3/5b32662a8290855a3eb29b1d/1530029781448/jason_nat_015.png","57764-1","Vendor","Jason Naturals","","","","","13.00 USD","0.00 USD","","0.0022046226","0.0","0.0","0.0","Unlimited"
"/jason-naturals/","230287","Jason's Coconut Body Wash","<p style=""white-space: pre-wrap;"">This ultra-moisturizing wash gently cleans with botanical cleansers and deeply nourishes with coconut oil and shea butter. This unrefined, virgin coconut oil is rich in nourishing vitamin E and antioxidant polyphenols, so your skin is soaked with intense, skin-healthy nutrients and feels soft and smooth all over. oz</p><p style=""white-space: pre-wrap;"">16 fl oz</p><p style=""white-space: pre-wrap;"">Ingredients: Aqua (Purified Water), Coco-Glucoside, Cetyl Alcohol, Glyceryl Stearate SE, Glycerin, Stearic Acid, Lauryl Glucoside, Sodium Coco-Sulfate, Citrus Aurantium Dulcis (Orange) Peel Oil, Cocos Nucifera (Coconut) Oil (1) , Ricinus Communis (Castor) Seed Oil, Tocopheryl Acetate, Allyl Caproate, Butyrospermum Parkii (Shea) Butter, Ethyl Butyrate, Isoamyl Butyrate, Sodium Sulfate, Xanthan Gum, Vanillin, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, D-Limonene (1) Certified Organic Ingredient</p><p style=""white-space: pre-wrap;"">Directions: Thoroughly wet body. Lather and gently scrub to remove daily dirt and excess oils. Follow with your favorite Jason Hand and Body Lotion.</p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","Hand & Body Wash","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b3266298290855a3eb29ad3/5b32662a8290855a3eb29af2/1530029780357/jason_nat_032.png","57963-1","Vendor","Jason Naturals","","","","","16.00 USD","0.00 USD","","0.004409245","0.0","0.0","0.0","Unlimited"
"/wild-friends/","230588","Wild Friends All-Natural Nut Butters Classic Creamy Peanut Butter","<p style=""white-space: pre-wrap;"">From Classic Creamy to Cinnamon Raisin: Wild Friends has got a flavor for everyone. They believe that eating healthy doesn't have to mean always choosing ""plain"".  </p><p style=""white-space: pre-wrap;"">16 oz</p><p style=""white-space: pre-wrap;"">Ingredients: Roasted peanuts, sea salt</p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b32b6e2b2a84dfc5960fccc/5b32de392b6a2895c122d0fa/1530060349244/wild-friends-008.png","230588","Vendor","Wild Friends","","","","","7.29 USD","0.00 USD","","0.0022046226","0.0","0.0","0.0","Unlimited"
"/wild-friends/","230589","Wild Friends All-Natural Nut Butters Chocolate Coconut Peanut Butter","<p style=""white-space: pre-wrap;"">From Classic Creamy to Cinnamon Raisin: Wild Friends has got a flavor for everyone. They believe that eating healthy doesn't have to mean always choosing ""plain"". </p><p style=""white-space: pre-wrap;"">16 oz</p><p style=""white-space: pre-wrap;"">Ingredients: Roasted peanuts, coconut, organic cane sugar, unsweetened dark chocolate, sea salt.</p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b32b6e2b2a84dfc5960fccc/5b32ddc9f950b7530a103bea/1530060239751/wild-friends-010.png","230589","Vendor","Wild Friends","","","","","8.19 USD","0.00 USD","","0.0022046226","0.0","0.0","0.0","Unlimited"
"/wild-friends/","230590","Wild Friends All-Natural Nut Butters Cinnamon Raisin Peanut Butter","<p style=""white-space: pre-wrap;"">From Classic Creamy to Chocolate Coconut: Wild Friends has got a flavor for everyone. They believe that eating healthy doesn't have to mean always choosing ""plain"".  </p><p style=""white-space: pre-wrap;"">16 oz</p><p style=""white-space: pre-wrap;"">Ingredients: Roasted peanuts, raisins, cinnamon, peanut oil, organic agave, sea salt.</p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b32b6e2b2a84dfc5960fccc/5b32de0f352f53aa4ab44c7f/1530060308069/wild-friends-009.png","230590","Vendor","Wild Friends","","","","","8.19 USD","0.00 USD","","0.0022046226","0.0","0.0","0.0","Unlimited"
"/wild-friends/","230591","Wild Friends All-Natural Nut Butters Organic Honey Sunflower Seed Butter","<p style=""white-space: pre-wrap;"">Wild Friends Sunflower Seed Butter makes unique flavors of nut butters, using only clean, whole ingredients. Since sunflower butter is made from seeds rather than nuts, these butters are a great choice for any nut-free environment such as schools, summer camps or workplaces. </p><p style=""white-space: pre-wrap;"">16 oz</p><p style=""white-space: pre-wrap;"">Ingredients: Roasted sunflower seeds, sunflower oil, clover honey, sea salt. Certified Organic</p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b32b6e2b2a84dfc5960fccc/5b32de6670a6adcbb7265185/1530060395644/wild-friends-005.png","230591","Vendor","Wild Friends","","","","","11.09 USD","0.00 USD","","0.0022046226","0.0","0.0","0.0","Unlimited"
"/wild-friends/","230592","Wild Friends All-Natural Nut Butters Organic Maple Sunflower Seed Butter","<p style=""white-space: pre-wrap;"">Wild Friends Sunflower Seed Butter makes unique flavors of nut butters, using only clean, whole ingredients. Since sunflower butter is made from seeds rather than nuts, these butters are a great choice for any nut-free environment such as schools, summer camps or workplaces.  </p><p style=""white-space: pre-wrap;"">16 oz</p><p style=""white-space: pre-wrap;"">Ingredients: Roasted sunflower seeds, sunflower oil, maple sugar, sea salt. Certified Organic</p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b32b6e2b2a84dfc5960fccc/5b32de8b575d1f7c8e029ef8/1530060431122/wild-friends-006.png","230592","Vendor","Wild Friends","","","","","11.09 USD","0.00 USD","","0.0022046226","0.0","0.0","0.0","Unlimited"
"/wild-friends/","230593","Wild Friends All-Natural Nut Butters Classic Creamy Almond Butter","<p style=""white-space: pre-wrap;"">Almond butter is 100% non-GMO and uses domestic California-grown almonds. Wild Friends set themselves apart with easy-to-read ingredient lists, low sugar content, and never any preservatives or additives.</p><p style=""white-space: pre-wrap;"">10 oz</p><p style=""white-space: pre-wrap;"">Ingredients: Roasted almonds, sea salt.</p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b32b6e2b2a84dfc5960fccc/5b32df506d2a73fb6eb784d4/1530060629421/wild-friends-012.png","230593","Vendor","Wild Friends","","","","","12.09 USD","0.00 USD","","0.0022046226","0.0","0.0","0.0","Unlimited"
"/wild-friends/","230594","Wild Friends All-Natural Nut Butters Vanilla Espresso Almond Butter","<p style=""white-space: pre-wrap;"">Almond butter is 100% non-GMO and uses domestic California-grown almonds. Wild Friends set themselves apart with easy-to-read ingredient lists, low sugar content, and never any preservatives or additives.   </p><p style=""white-space: pre-wrap;"">10 oz</p><p style=""white-space: pre-wrap;"">Ingredients: Roasted almonds, organic cane sugar, organic vanilla, espresso, sea salt.</p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b32b6e2b2a84dfc5960fccc/5b32df5a88251be97882b90f/1530060637598/wild-friends-011.png","230594","Vendor","Wild Friends","","","","","12.09 USD","0.00 USD","","0.0022046226","0.0","0.0","0.0","Unlimited"
"/wild-friends/","230595","Wild Friends All-Natural Nut Butters Chocolate Almond Butter","<p style=""white-space: pre-wrap;"">Almond butter is 100% non-GMO and uses domestic California-grown almonds. Wild Friends set themselves apart with easy-to-read ingredient lists, low sugar content, and never any preservatives or additives.  </p><p style=""white-space: pre-wrap;"">10 oz</p><p style=""white-space: pre-wrap;"">Ingredients: Roasted almonds, organic cane sugar, unsweetened dark chocolate, sunflower oil, sea salt.</p><p style=""white-space: pre-wrap;"">Disclaimer: While Dolce Blu aims for accuracy on all products/representation such as images and information, products may not always be updated and manufacturing changes on packaging and/or ingredients may be pending update on our site. Products may sometimes be in different packaging, but quality is always guaranteed. </p> <p style=""white-space: pre-wrap;"">We suggest that you read labels, warnings and directions of all products before use and not only rely on the information provided by Dolce Blu.</p>","PHYSICAL","","","true","https://static1.squarespace.com/static/5ab127302487fd2c665fa5bb/5b32b6e2b2a84dfc5960fccc/5b32df400e2e721b42c26098/1530060612891/wild-friends-013.png","230595","Vendor","Wild Friends","","","","","12.09 USD","0.00 USD","","0.0022046226","0.0","0.0","0.0","Unlimited"
